sample_name	alpha_lcmsms_richness	alpha_lcmsms_shannon	read_count_shotgun_wolr2pe	alpha_shotgun_richness	alpha_shotgun_shannon	alpha_shotgun_faithspd	read_count_16s_deblur	alpha_16S_richness	alpha_16S_shannon	alpha_16S_faithspd	dna_conc	biomass	extraction_protocol_storage_solution	extraction_protocol	storage_solution	sample_type	sample_type1	sample_type2	sample_type3	sample_type4	unique_sample_id	unique_sample_id_tech_rep	pseudosample_id	sample_name_mantel_solution	sample_name_mantel_protocol	bacteria	bacteria_function	buffer_removal	col	collection_timestamp	compressed_well	description	diet	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	extraction_kit	extraction_vendor	genomic_spike_amount_in_ng	genomic_spike_in	genomic_spike_in_copy_number	genomic_spike_in_description	genomic_spike_in_ng_per_ul	genomic_spike_in_replicate	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	katseq_number_of_cells	latitude	locationcell	longitude	lysis_buffer_volume	metagenomic_spike_in	metagenomic_spike_in_amount_ng_per_ul	metagenomic_spike_in_copy_number	metagenomic_spike_in_replicate	physical_specimen_location	physical_specimen_remaining	plate_id	plate_id_number	plate_biomass	processing_date	qiita_study_id	replicate	rna_conc	round	row	sample_technical_replicate	scientific_name	sex	swab_type	taxon_id	title	vivarium	water
14332.361164203	54	2.875193471046245	6459459	1663	5.049908968473061	213.5850529622985	28263	164	3.625936210348807	6142.824337013848	1.119	high	IPA-Matrix	Matrix	IPA	saliva	human_saliva	human_saliva_after_brushing	human_saliva_after_brushing	IPA-Matrix_human_saliva_after_brushing	human_saliva_after_brushing_D	human_saliva_after_brushing_D	Plate 3 HBM_human_saliva_after_brushing_D_isopropanol_Matrix	HBM_human_saliva_after_brushing_D_4	HBM_human_saliva_after_brushing_D_4	NA	NA	dry	9	2022-03-24	D9	human_saliva_after_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	D	9606	not provided	not provided	NA	32.5	B9	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	4	NA	1_2	D	4	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164213	68	3.134094529617839	1204944	NA	NA	NA	24876	NA	NA	NA	0.844	high	EtOH-Matrix	Matrix	EtOH	saliva	human_saliva	human_saliva_before_brushing	human_saliva_before_brushing	EtOH-Matrix_human_saliva_before_brushing	human_saliva_before_brushing_D	human_saliva_before_brushing_D	Plate 3 HBM_human_saliva_before_brushing_D_etoh_Matrix	HBM_human_saliva_before_brushing_D_6	HBM_human_saliva_before_brushing_D_3	NA	NA	dry	8	2022-03-24	D8	human_saliva_before_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	6.25	NA	NA	syndna plasmids	NA	2	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	D	9606	not provided	not provided	NA	32.5	B8	-117.25	600ul	TRUE	0.07	47800000	2	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	3	NA	1_2	D	3	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164223	58	3.0388361308083427	1230253	NA	NA	NA	30552	146	4.366730114056001	6288.140376618873	0.996	high	EtOH-Matrix	Matrix	EtOH	saliva	human_saliva	human_saliva_before_brushing	human_saliva_before_brushing	EtOH-Matrix_human_saliva_before_brushing	human_saliva_before_brushing_C	human_saliva_before_brushing_C	Plate 3 HBM_human_saliva_before_brushing_C_etoh_Matrix	HBM_human_saliva_before_brushing_C_5	HBM_human_saliva_before_brushing_C_2	NA	NA	dry	5	2022-03-24	J5	human_saliva_before_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	E5	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	2	NA	1_2	J	2	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164224	64	2.7632178415760844	491721	NA	NA	NA	19703	NA	NA	NA	0.917	high	EtOH-Matrix	Matrix	EtOH	saliva	human_saliva	human_saliva_after_brushing	human_saliva_after_brushing	EtOH-Matrix_human_saliva_after_brushing	human_saliva_after_brushing_C	human_saliva_after_brushing_C	Plate 3 HBM_human_saliva_after_brushing_C_etoh_Matrix	HBM_human_saliva_after_brushing_C_4	HBM_human_saliva_after_brushing_C_1	NA	NA	dry	6	2022-03-24	F6	human_saliva_after_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	12.29	NA	NA	syndna plasmids	NA	2	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	C6	-117.25	600ul	TRUE	0.14	94000000	2	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	1	NA	1_2	F	1	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164229	60	2.8088404364818573	387226	NA	NA	NA	23296	174	5.137721061996077	6544.739886556559	0.935	high	EtOH-Matrix	Matrix	EtOH	saliva	human_saliva	human_saliva_after_brushing	human_saliva_after_brushing	EtOH-Matrix_human_saliva_after_brushing	human_saliva_after_brushing_C	human_saliva_after_brushing_C	Plate 3 HBM_human_saliva_after_brushing_C_etoh_Matrix	HBM_human_saliva_after_brushing_C_5	HBM_human_saliva_after_brushing_C_2	NA	NA	dry	6	2022-03-24	H6	human_saliva_after_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	D6	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	2	NA	1_2	H	2	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164231	48	1.628032603515797	2055756	1865	4.977248786180079	230.9188119696399	28035	151	4.298999803531617	6003.015659378964	1.041	high	EtOH-Matrix	Matrix	EtOH	saliva	human_saliva	human_saliva_before_brushing	human_saliva_before_brushing	EtOH-Matrix_human_saliva_before_brushing	human_saliva_before_brushing_C	human_saliva_before_brushing_C	Plate 3 HBM_human_saliva_before_brushing_C_etoh_Matrix	HBM_human_saliva_before_brushing_C_6	HBM_human_saliva_before_brushing_C_3	NA	NA	dry	5	2022-03-24	L5	human_saliva_before_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	F5	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	3	NA	1_2	L	3	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164234	57	4.558461565438826	2389924	2424	5.07667864811263	296.2884840991732	17505	NA	NA	NA	1.086	high	IPA-Matrix	Matrix	IPA	saliva	human_saliva	human_saliva_before_brushing	human_saliva_before_brushing	IPA-Matrix_human_saliva_before_brushing	human_saliva_before_brushing_C	human_saliva_before_brushing_C	Plate 3 HBM_human_saliva_before_brushing_C_isopropanol_Matrix	HBM_human_saliva_before_brushing_C_4	HBM_human_saliva_before_brushing_C_4	NA	NA	dry	5	2022-03-24	N5	human_saliva_before_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	NA	true	4410000	syndna plasmids	0.05	NA	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	G5	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	4	NA	1_2	N	4	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164244	57	1.9647320004302236	2206150	2293	6.08270921678359	282.96187410686713	16879	NA	NA	NA	0.99	high	IPA-Matrix	Matrix	IPA	saliva	human_saliva	human_saliva_after_brushing	human_saliva_after_brushing	IPA-Matrix_human_saliva_after_brushing	human_saliva_after_brushing_C	human_saliva_after_brushing_C	Plate 3 HBM_human_saliva_after_brushing_C_isopropanol_Matrix	HBM_human_saliva_after_brushing_C_6	HBM_human_saliva_after_brushing_C_6	NA	NA	dry	6	2022-03-24	P6	human_saliva_after_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	H6	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	6	NA	1_2	P	6	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164250	59	3.561705427283768	1295518	NA	NA	NA	20476	NA	NA	NA	0.935	high	IPA-Matrix	Matrix	IPA	saliva	human_saliva	human_saliva_after_brushing	human_saliva_after_brushing	IPA-Matrix_human_saliva_after_brushing	human_saliva_after_brushing_C	human_saliva_after_brushing_C	Plate 3 HBM_human_saliva_after_brushing_C_isopropanol_Matrix	HBM_human_saliva_after_brushing_C_4	HBM_human_saliva_after_brushing_C_4	NA	NA	dry	6	2022-03-24	L6	human_saliva_after_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	F6	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	4	NA	1_2	L	4	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164254	56	4.254256578654788	1536201	1895	4.801126582631934	236.8049679103123	20853	161	4.769706819998548	6481.402528734256	1.143	high	IPA-Matrix	Matrix	IPA	saliva	human_saliva	human_saliva_before_brushing	human_saliva_before_brushing	IPA-Matrix_human_saliva_before_brushing	human_saliva_before_brushing_C	human_saliva_before_brushing_C	Plate 3 HBM_human_saliva_before_brushing_C_isopropanol_Matrix	HBM_human_saliva_before_brushing_C_6	HBM_human_saliva_before_brushing_C_6	NA	NA	dry	6	2022-03-24	B6	human_saliva_before_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	A6	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	6	NA	1_2	B	6	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164255	62	2.936210304128683	1555100	NA	NA	NA	18505	NA	NA	NA	1.114	high	IPA-Matrix	Matrix	IPA	saliva	human_saliva	human_saliva_before_brushing	human_saliva_before_brushing	IPA-Matrix_human_saliva_before_brushing	human_saliva_before_brushing_C	human_saliva_before_brushing_C	Plate 3 HBM_human_saliva_before_brushing_C_isopropanol_Matrix	HBM_human_saliva_before_brushing_C_5	HBM_human_saliva_before_brushing_C_5	NA	NA	dry	5	2022-03-24	P5	human_saliva_before_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	12.29	NA	NA	syndna plasmids	NA	1	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	H5	-117.25	600ul	TRUE	0.14	94000000	1	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	5	NA	1_2	P	5	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164259	61	5.106830666785768	1390639	NA	NA	NA	21851	165	5.294057420253783	6103.463302296561	0.997	high	IPA-Matrix	Matrix	IPA	saliva	human_saliva	human_saliva_after_brushing	human_saliva_after_brushing	IPA-Matrix_human_saliva_after_brushing	human_saliva_after_brushing_C	human_saliva_after_brushing_C	Plate 3 HBM_human_saliva_after_brushing_C_isopropanol_Matrix	HBM_human_saliva_after_brushing_C_5	HBM_human_saliva_after_brushing_C_5	NA	NA	dry	6	2022-03-24	N6	human_saliva_after_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	NA	true	4410000	syndna plasmids	0.05	NA	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	G6	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	5	NA	1_2	N	5	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.361164260	59	3.140836260456901	1922015	1885	4.988117625140151	231.9665368164209	27766	144	4.377344109935991	5821.391704745468	1	high	EtOH-Matrix	Matrix	EtOH	saliva	human_saliva	human_saliva_before_brushing	human_saliva_before_brushing	EtOH-Matrix_human_saliva_before_brushing	human_saliva_before_brushing_C	human_saliva_before_brushing_C	Plate 3 HBM_human_saliva_before_brushing_C_etoh_Matrix	HBM_human_saliva_before_brushing_C_4	HBM_human_saliva_before_brushing_C_1	NA	NA	dry	5	2022-03-24	H5	human_saliva_before_brushing	NA	TRUE	193	Host-associated	Animal	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:saliva	NA	uberon:saliva	uberon:saliva	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	D5	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	1	NA	1_2	H	1	human oral metagenome	female	custom	447426	Matrix_pipeline_validation	NA	NA
14332.363193206	55	3.0813216115118	3334139	1270	4.977900157452942	175.198330940544	23082	183	5.351966052792543	7691.397795136965	6.507	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse2	mouse_feces_mouse2	Plate 3 HBM_mouse_feces_mouse2_isopropanol_Matrix	HBM_mouse_feces_mouse2_5	HBM_mouse_feces_mouse2_5	none	NA	dry	11	2022-03-24	B11	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	true	551000	syndna plasmids	0.006	NA	USA:CA: San Diego	5	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse2	10090	not provided	not provided	NA	32.5	A11	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	5	NA	1_2	B	5	mouse gut metagenome	female	custom	410661	Matrix_pipeline_validation	actri_375	regular
14332.363193214	66	3.697692638233056	1854958	1217	4.021348985248281	179.9224319862051	26749	173	4.54080598336342	7243.087401897343	36.24	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse1	mouse_feces_mouse1	Plate 3 HBM_mouse_feces_mouse1_isopropanol_Matrix	HBM_mouse_feces_mouse1_5	HBM_mouse_feces_mouse1_5	az51	gfp	dry	10	2022-03-24	D10	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	66	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse1	10090	not provided	not provided	NA	32.5	B10	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	5	NA	1_2	D	5	mouse gut metagenome	male	custom	410661	Matrix_pipeline_validation	actri_375	regular
14332.363193215	63	3.773386834622743	2960151	NA	NA	NA	29288	NA	NA	NA	2.347	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse2	mouse_feces_mouse2	Plate 3 HBM_mouse_feces_mouse2_isopropanol_Matrix	HBM_mouse_feces_mouse2_6	HBM_mouse_feces_mouse2_6	none	NA	dry	11	2022-03-24	D11	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	2.1	NA	NA	syndna plasmids	NA	1	USA:CA: San Diego	5	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse2	10090	not provided	not provided	NA	32.5	B11	-117.25	600ul	TRUE	0.02	16100000	1	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	6	NA	1_2	D	6	mouse gut metagenome	female	custom	410661	Matrix_pipeline_validation	actri_375	regular
14332.363193225	60	3.4465886999710684	1341729	NA	NA	NA	37832	NA	NA	NA	36.337	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse1	mouse_feces_mouse1	Plate 3 HBM_mouse_feces_mouse1_isopropanol_Matrix	HBM_mouse_feces_mouse1_6	HBM_mouse_feces_mouse1_6	az51	gfp	dry	10	2022-03-24	F10	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	3.38	NA	NA	syndna plasmids	NA	2	USA:CA: San Diego	66	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse1	10090	not provided	not provided	NA	32.5	C10	-117.25	600ul	TRUE	0.04	25900000	2	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	6	NA	1_2	F	6	mouse gut metagenome	male	custom	410661	Matrix_pipeline_validation	actri_375	regular
14332.363193232	59	3.339242659422924	1667974	1651	4.774386896835006	215.4983959142518	27178	336	5.51832768607201	10700.78285394951	10.126	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse3	mouse_feces_mouse3	Plate 3 HBM_mouse_feces_mouse3_isopropanol_Matrix	HBM_mouse_feces_mouse3_4	HBM_mouse_feces_mouse3_4	none	NA	dry	11	2022-03-24	N11	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	18	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse3	10090	not provided	not provided	NA	32.5	G11	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	4	NA	1_2	N	4	mouse gut metagenome	female	custom	410661	Matrix_pipeline_validation	actri_375	regular
14332.363193235	68	4.145362723173616	4795302	1678	5.296470052930135	218.1079849088011	26979	249	5.2939543044133135	8761.567295207224	3.158	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse3	mouse_feces_mouse3	Plate 3 HBM_mouse_feces_mouse3_isopropanol_Matrix	HBM_mouse_feces_mouse3_6	HBM_mouse_feces_mouse3_6	none	NA	dry	12	2022-03-24	B12	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	true	551000	syndna plasmids	0.006	NA	USA:CA: San Diego	18	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse3	10090	not provided	not provided	NA	32.5	A12	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	6	NA	1_2	B	6	mouse gut metagenome	female	custom	410661	Matrix_pipeline_validation	actri_375	regular
14332.363193242	56	4.391177135912854	2230158	1707	5.416105817962712	228.3851628603982	33390	354	5.362381923551448	11599.78570951628	9.714	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse3	mouse_feces_mouse3	Plate 3 HBM_mouse_feces_mouse3_isopropanol_Matrix	HBM_mouse_feces_mouse3_5	HBM_mouse_feces_mouse3_5	none	NA	dry	11	2022-03-24	P11	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	18	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse3	10090	not provided	not provided	NA	32.5	H11	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	5	NA	1_2	P	5	mouse gut metagenome	female	custom	410661	Matrix_pipeline_validation	actri_375	regular
14332.363193260	60	4.675429297622872	1625383	1452	4.955273332750134	211.4503190153807	37817	273	4.818120414858265	9184.895023667415	4.256	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse4	mouse_feces_mouse4	Plate 3 HBM_mouse_feces_mouse4_isopropanol_Matrix	HBM_mouse_feces_mouse4_4	HBM_mouse_feces_mouse4_4	az52	bsh	dry	12	2022-03-24	L12	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	61	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse4	10090	not provided	not provided	NA	32.5	F12	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	4	NA	1_2	L	4	mouse gut metagenome	male	custom	410661	Matrix_pipeline_validation	actri_375	10 mm iptg
14332.363193261	59	3.750832984983046	1475358	NA	NA	NA	35126	333	5.4265486270552685	11010.55177369847	3.854	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse4	mouse_feces_mouse4	Plate 3 HBM_mouse_feces_mouse4_isopropanol_Matrix	HBM_mouse_feces_mouse4_5	HBM_mouse_feces_mouse4_5	az52	bsh	dry	12	2022-03-24	N12	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	61	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse4	10090	not provided	not provided	NA	32.5	G12	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	5	NA	1_2	N	5	mouse gut metagenome	male	custom	410661	Matrix_pipeline_validation	actri_375	10 mm iptg
14332.363193268	57	3.745389708221122	1749562	1242	4.964289271005335	169.171913910782	34471	226	5.480391735534597	8980.351351887228	17.786	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse2	mouse_feces_mouse2	Plate 3 HBM_mouse_feces_mouse2_isopropanol_Matrix	HBM_mouse_feces_mouse2_4	HBM_mouse_feces_mouse2_4	none	NA	dry	10	2022-03-24	P10	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	5	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse2	10090	not provided	not provided	NA	32.5	H10	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	4	NA	1_2	P	4	mouse gut metagenome	female	custom	410661	Matrix_pipeline_validation	actri_375	regular
14332.363193269	59	4.593936484903447	1698086	1252	4.293973106428115	183.9695159937555	26292	188	4.712266474079036	7293.991076035623	32.106	high	IPA-Matrix	Matrix	IPA	feces	mouse_feces	mouse_feces	mouse_feces	IPA-Matrix_mouse_feces	mouse_feces_mouse1	mouse_feces_mouse1	Plate 3 HBM_mouse_feces_mouse1_isopropanol_Matrix	HBM_mouse_feces_mouse1_4	HBM_mouse_feces_mouse1_4	az51	gfp	dry	10	2022-03-24	B10	mouse_feces	ncd	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	true	1100000	syndna plasmids	0.013	NA	USA:CA: San Diego	66	weeks	uberon:feces	NA	uberon:feces	uberon:feces	mouse	not provided	not provided	adult	mus musculus	mouse1	10090	not provided	not provided	NA	32.5	A10	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 3 HBM	3	HBM	4/5/22	14332	4	NA	1_2	B	4	mouse gut metagenome	male	custom	410661	Matrix_pipeline_validation	actri_375	regular
